,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category
2265,1503.44309,11.56772,58.5,38.6,44.8,6.7472699999999985,606.49675,10
2270,1492.96801,11.34161,58.5,38.6,44.8,6.7,557.10662,10
2275,1433.10335,11.04746,58.5,39.6,45.8,5.58441,528.12112,13
2280,1508.93589,11.57772,58.5,39.6,45.8,7.32511,606.53156,10
2285,1395.9149,10.75732,58.5,39.6,45.8,4.549169999999998,485.20116,9
2290,1384.53918,10.56122,58.5,39.6,45.8,6.8082600000000015,454.07944,10
2295,1130.7489,8.66628,57.5,39.6,45.8,4.7857400000000005,255.68636,9
2300,1538.68053,11.86586,57.5,39.6,45.8,6.87368,649.31225,10
2305,1619.01513,12.28807,57.5,39.6,45.8,7.68633,707.48888,4
2310,1598.59009,12.29007,57.5,39.6,45.8,6.40165,721.93081,1
2315,1295.29025,9.87088,57.5,39.6,45.8,4.7089300000000005,374.40956,9
2320,1377.20076,10.56522,57.5,39.6,45.8,6.10426,458.66603,13
2325,1466.79505,11.29958,57.5,39.6,45.8,6.6285,556.20262,10
2330,1251.55863,9.60875,57.5,39.6,45.8,5.6009400000000005,345.6346200000001,13
2335,1206.65637,9.21455,57.5,39.6,45.8,5.72764,305.42156,13
2340,1538.48532,11.71179,57.5,39.6,45.8,6.16746,623.41612,10
2345,1519.59115,11.68978,57.5,39.6,45.8,6.2156400000000005,624.40806,10
2350,1478.42575,11.40564,57.5,39.6,45.8,6.16072,576.18831,10
2355,1548.51037,11.89388,57.5,39.6,45.8,6.416930000000002,658.91725,10
2360,1398.93143,10.7233,57.5,39.6,45.8,6.47618,482.25356,10
2365,1285.56537,9.82486,57.5,38.6,45.8,4.48449,370.50247,9
2370,1131.91939,8.67029,57.5,38.6,45.8,4.9934400000000005,247.89345,9
2375,1235.57574,9.5007,56.5,38.6,45.8,5.02798,334.94056,9
2380,1265.99564,9.7048,56.5,38.6,45.8,5.759519999999998,354.5245,13
2385,1374.42433,10.48118,56.5,38.6,44.8,6.78852,450.33397,10
2390,1170.45844,8.978439999999997,56.5,38.6,44.8,4.66915,281.38069,9
2395,1102.39991,8.43817,55.5,38.6,44.8,4.27642,201.25194,5
2400,1106.79708,8.42817,55.5,37.6,44.8,5.13396,188.27553,9
2405,1101.21433,8.43217,54.5,37.6,44.8,3.33629,157.5545,3
2410,1264.43489,9.74081,54.5,37.6,43.8,5.8672900000000014,357.68819,13
2415,1170.05331,8.96843,54.5,37.6,43.8,4.0129800000000015,284.4602799999999,5
2420,1185.31589,9.1085,54.5,37.6,43.8,4.8038,291.52784,9
2425,1096.68202,8.416160000000001,54.5,37.6,43.8,3.39951,123.94182,3
2430,1108.40281,8.43217,53.5,37.6,43.8,3.53232,170.57348000000005,5
2435,1099.75855,8.40415,53.5,37.6,43.8,4.9162300000000005,184.83912,9
2440,1104.48584,8.42216,53.5,36.6,42.8,4.45498,156.07478,5
2445,1206.8515,9.24657,52.5,36.6,42.8,5.04015,305.91003,9
2450,1161.5291,8.94642,52.5,36.6,42.8,4.7568800000000016,280.40056,9
2455,1237.66174,9.5027,52.5,36.6,42.8,4.3806699999999985,332.08947,9
2460,1250.6281,9.63276,52.5,36.6,42.8,5.4875099999999986,347.60759,13
2465,1249.47262,9.5167,52.5,36.6,42.8,4.4568400000000015,336.95566,9
2470,1145.78632,8.77834,52.5,36.6,42.8,4.0324,264.01099999999997,5
2475,1142.24452,8.77234,52.5,36.6,42.8,4.55195,260.1558,9
2480,1113.74545,8.54422,52.5,36.6,41.8,4.49409,241.11502,9
2485,1217.52178,9.36863,52.5,35.6,41.8,5.2114400000000005,317.32684,9
2490,1219.60779,9.37063,52.5,35.6,41.8,5.62218,317.66159,13
2495,1288.58176,9.92891,52.5,35.6,41.8,5.85536,378.75359,13
2500,1302.10355,9.99094,52.5,35.6,41.8,5.74496,384.92519,13
2505,1287.95154,9.81685,52.5,35.6,41.8,4.71681,368.18253,9
2510,1203.77498,9.26858,52.5,35.6,41.8,5.23531,307.76356,9
2515,1099.32339,8.42416,52.5,35.6,41.8,4.56806,188.26692,9
2520,1209.34271,9.32261,52.5,35.6,41.8,4.78768,314.60856,9
2525,1229.72285,9.34662,52.5,35.6,41.8,4.3337900000000005,317.90284,9
2530,1323.78932,10.19904,52.5,35.6,41.8,5.58581,410.12662,13
2535,1320.03731,10.07098,52.5,35.6,41.8,5.06602,396.93419,9
2540,1315.3251699999996,10.09499,52.5,35.6,41.8,5.10042,399.34316,9
2545,1241.53359,9.49469,52.5,35.6,41.8,4.33087,333.28834,9
2550,1321.5982,10.13901,52.5,35.6,41.8,5.93458,403.46019,13
2555,1287.30616,9.90289,52.5,35.6,41.8,5.54087,378.73697,13
2560,1279.81745,9.81885,52.5,35.6,41.8,4.29516,367.63953,9
2565,1281.15326,9.80084,52.5,35.6,41.8,5.43459,364.29119,13
2570,1249.48764,9.60675,52.5,35.6,41.8,4.5460699999999985,343.4635600000001,9
2575,1298.48682,10.00094,52.5,35.6,41.8,5.47203,389.39831,13
2580,1332.44852,10.23106,52.5,34.6,41.8,5.36669,418.33591,13
2585,1100.70402,8.44017,52.5,34.6,41.8,4.67784,230.04709,9
2590,1156.48662,8.9064,52.5,34.6,41.8,5.8838599999999985,273.89647,13
2595,1115.86149,8.4962,52.5,34.6,41.8,4.636819999999998,238.30914,9
2600,1127.44721,8.588239999999999,52.5,34.6,40.8,4.49454,246.73975,9
2605,1147.15194,8.76633,52.5,34.6,40.8,5.21536,262.49097,9
2610,1102.0547,8.43017,52.5,34.6,40.8,4.63279,217.84764,9
2615,1112.45484,8.47419,51.5,34.6,40.8,5.00922,236.43639,9
2620,1170.21834,8.94442,51.5,34.6,40.8,4.9402599999999985,276.73787000000004,9
2625,1183.59004,9.07649,51.5,34.6,40.8,4.83205,288.71703,9
2630,1117.87249,8.57024,51.5,34.6,40.8,5.02815,244.19516,9
2635,1131.34916,8.7023,51.5,34.6,40.8,4.98107,254.48809,9
2640,1134.2455699999996,8.634269999999999,51.5,34.6,40.8,4.39907,251.60722,9
2645,1106.93208,8.436169999999999,51.5,34.6,40.8,4.46962,221.66291,9
2650,1100.82407,8.436169999999999,51.5,34.6,40.8,4.24681,174.02559,5
2655,1099.15821,8.41816,51.5,34.6,40.8,4.33767,169.65191000000004,5
2660,1101.36434,8.42817,50.5,34.6,40.8,3.28612,114.91794,3
2665,1099.77356,8.42817,50.5,34.6,40.8,3.33847,101.54301,3
2670,1101.54446,8.42817,50.5,34.6,40.8,3.38815,95.94035,3
2675,1095.1663199999996,8.43217,50.5,34.6,40.8,3.6001199999999995,138.73497,5
2680,1097.92766,8.43017,50.5,34.6,40.8,3.4619999999999997,119.60177,5
2685,1106.85707,8.43217,50.5,34.6,40.8,3.85587,103.42949,5
2690,1099.57851,8.43217,49.5,34.6,40.8,3.3312,81.8894,3
2695,1100.0437,8.43217,49.5,34.6,40.8,3.82322,101.37788,5
2700,1096.54695,8.43417,49.5,34.6,40.8,3.50907,122.07448,5
2705,1095.43645,8.426160000000001,49.5,34.6,40.8,3.8371,155.76836,5
2710,1100.22381,8.43017,49.5,34.6,40.8,3.80323,126.25534,5
2715,1101.55947,8.42817,50.5,34.6,40.8,3.34452,92.38577,3
2720,1100.16375,8.43017,50.5,34.6,40.8,2.91096,78.39690999999998,3
2725,1100.41887,8.43217,50.5,34.6,40.8,3.15335,63.49491999999999,3
2730,1095.75156,8.43217,50.5,34.6,40.8,2.89451,43.01985,3
2735,1098.87314,8.43017,50.5,34.6,40.8,2.91031,83.39386,3
2740,1102.36981,8.43217,50.5,34.6,40.8,3.37981,131.51103,3
2745,1095.19635,8.426160000000001,50.5,34.6,40.8,3.5046699999999995,195.02216,5
2750,1096.08176,8.43817,51.5,34.6,40.8,3.80632,219.47655,5
2755,1094.77606,8.436169999999999,51.5,34.6,40.8,3.88353,212.76222,5
2760,1155.12093,8.77634,51.5,34.6,40.8,4.86911,261.89007999999995,9
2765,1177.39194,8.988439999999997,52.5,34.6,40.8,5.71933,281.65766,13
2770,1202.33428,9.19855,52.5,34.6,40.8,5.5039,302.48725,13
2775,1154.44559,8.88039,52.5,34.6,40.8,5.72152,268.70575,13
2780,1202.43924,9.26258,53.5,34.6,40.8,5.50217,306.92634,13
2785,1158.15241,8.816360000000003,53.5,34.6,41.8,5.1955,268.6735,9
2790,1189.89311,9.03847,53.5,34.6,41.8,5.3903,286.64881,9
2795,1140.41364,8.71831,54.5,34.6,41.8,4.87899,259.70658,9
2800,1114.30074,8.470189999999999,54.5,34.6,41.8,4.29601,235.39625,5
2805,1099.92365,8.436169999999999,54.5,34.6,41.8,5.03359,217.91462,9
2810,1095.51146,8.41816,54.5,34.6,41.8,4.71674,207.28206,9
2815,1100.23883,8.43417,54.5,34.6,41.8,4.0239699999999985,147.20716000000004,5
2820,1101.58943,8.43217,54.5,34.6,41.8,4.06289,174.83209,5
2825,1101.06418,8.42416,54.5,34.6,41.8,3.65033,171.99691,5
2830,1095.99167,8.44017,55.5,34.6,41.8,3.8544,150.82036000000005,5
2835,1096.47195,8.43417,55.5,34.6,41.8,3.91321,107.46227,5
2840,1101.57442,8.44017,55.5,34.6,41.8,3.62199,112.63446,5
2845,1100.8691199999996,8.43817,55.5,34.6,41.8,3.52254,115.80331,5
2850,1101.1092199999996,8.43817,55.5,34.6,41.8,3.26331,89.95878,3
2855,1099.56349,8.43017,55.5,34.6,41.8,3.52172,73.31085,5
2860,1103.03013,8.436169999999999,55.5,34.6,41.8,2.68225,68.36085,3
2865,1095.2863,8.42416,55.5,34.6,41.8,3.55702,90.15642,5
2870,1099.05325,8.42416,55.5,34.6,41.8,3.38934,109.2984,3
2875,1106.49684,8.43817,55.5,34.6,41.8,3.34859,99.16702,3
2880,1101.49941,8.42216,55.5,34.6,41.8,3.48246,73.05198,5
2885,1098.81307,8.44417,55.5,34.6,41.8,2.66664,92.725,3
2890,1106.76705,8.42416,55.5,34.6,41.8,3.0760400000000003,108.01791,3
2895,1102.27979,8.45018,55.5,34.6,41.8,3.6827,124.06205,5
2900,1107.4573300000004,8.426160000000001,55.5,34.6,41.8,3.67091,108.66353,5
2905,1096.1418199999996,8.45218,55.5,34.6,41.8,3.19318,114.87017,3
2910,1107.48744,8.43817,55.5,34.6,41.8,3.79788,124.61789,5
2915,1098.93312,8.42416,55.5,34.6,41.8,3.34703,113.25208,3
2920,1106.55691,8.44017,55.5,34.6,41.8,2.70287,69.46028000000001,3
2925,1094.7461,8.42416,55.5,34.6,41.8,3.00182,67.38834,3
2930,1107.2323199999996,8.42216,55.5,34.6,41.8,3.18132,79.26709,3
2935,1102.26477,8.416160000000001,55.5,34.6,41.8,2.73541,57.45448,3
2940,1107.9226,8.43817,55.5,34.6,41.8,1.9987,22.90534,3
2945,1095.2863,8.42216,55.5,34.6,41.8,2.97185,52.70235,3
2950,1098.603,8.43017,55.5,34.6,41.8,3.25553,78.99883,3
2955,1107.21723,8.42216,55.5,34.6,41.8,2.10106,73.89048000000003,3
2960,1107.15717,8.44017,55.5,34.6,41.8,2.35415,47.51536,3
2965,1098.79813,8.426160000000001,55.5,34.6,41.8,2.42128,52.10119,3
2970,1101.4844,8.42416,55.5,34.6,41.8,2.96363,79.60307,3
2975,1102.35479,8.44017,55.5,34.6,41.8,3.20779,68.37366,3
2980,1095.12127,8.43817,55.5,34.6,41.8,2.81807,71.28511999999998,3
2985,1102.6400199999996,8.42416,55.5,34.6,41.8,3.47284,119.29596,5
2990,1101.04916,8.43017,55.5,34.6,41.8,3.52055,97.35339,5
2995,1101.1092199999996,8.43017,55.5,34.6,41.8,2.8689999999999998,76.42388000000003,3
3000,1095.48143,8.43217,55.5,34.6,41.8,2.8985,68.19655999999999,3
3005,1099.05325,8.42817,55.5,34.6,41.8,2.48595,59.47319,3
3010,1099.62348,8.43017,55.5,34.6,41.8,3.30165,96.9913,3
3015,1099.8635800000004,8.42216,55.5,34.6,41.8,2.34681,137.19988,3
3020,1098.79813,8.42416,55.5,34.6,41.8,3.34709,167.22316999999995,3
3025,1094.2508699999996,8.43817,55.5,34.6,41.8,2.9647,117.64813999999998,3
3030,1102.41493,8.42817,55.5,34.6,41.8,3.72554,131.85827,5
3035,1100.08874,8.436169999999999,55.5,34.6,41.8,3.97836,152.31247,5
3040,1095.91666,8.420160000000001,56.5,34.6,41.8,4.6924199999999985,220.60148,9
3045,1099.39839,8.42416,56.5,34.6,41.8,4.20874,209.78448,5
3050,1180.69356,8.972430000000003,56.5,34.6,41.8,4.86302,280.93388,9
3055,1267.91662,9.73281,56.5,34.6,41.8,4.2369,359.28278,9
3060,1416.89522,10.77533,57.5,34.6,41.8,5.03444,485.2355,13
3065,1618.91017,12.29608,57.5,34.6,41.8,6.43601,720.71106,1
3070,1508.92073,11.5397,57.5,34.6,41.8,6.5202,601.2211900000002,10
3075,1541.6370000000002,11.82985,57.5,34.6,41.8,6.05587,646.17525,10
3080,1500.36649,11.42365,57.5,34.6,41.8,6.04639,580.1655599999998,13
3085,1516.85976,11.61974,57.5,34.6,41.8,6.26958,611.45231,10
3090,1526.89968,11.71179,57.5,34.6,41.8,6.25164,621.56562,10
3095,1640.76096,12.60223,57.5,34.6,42.8,6.8811399999999985,773.55256,1
3100,1536.81961,11.79783,58.5,35.6,42.8,7.462160000000001,637.81775,10
3105,1643.07206,12.67627,58.5,35.6,42.8,7.1011,789.24244,4
3110,1693.31696,13.03044,58.5,35.6,42.8,7.47768,864.3241199999999,4
3115,1711.64097,13.11448,58.5,35.6,43.8,7.8088,878.74444,4
3120,1710.3053100000004,13.118479999999998,59.5,35.6,43.8,7.77049,876.91044,4
3125,1761.33044,13.40462,59.5,35.6,43.8,7.75231,949.41556,4
3130,1753.4966600000002,13.43664,59.5,36.6,44.8,7.680039999999999,954.08075,4
3135,1684.85281,12.97441,59.5,36.6,44.8,7.01767,851.2551199999998,1
3140,1699.51491,13.10248,59.5,36.6,44.8,7.207560000000001,872.57975,4
3145,1649.00002,12.67026,60.5,36.6,44.8,7.57039,795.8625599999998,4
3150,1599.83581,12.26006,60.5,36.6,44.8,7.32408,724.324,4
3155,1656.74385,12.70828,60.5,36.6,44.8,7.15175,796.4148799999998,4
3160,1682.42159,12.9484,60.5,37.6,45.8,6.74361,849.67019,1
3165,1683.4270600000002,12.88037,60.5,37.6,45.8,7.58592,827.73994,4
3170,1681.31087,12.9444,60.5,37.6,45.8,7.68315,843.11688,4
3175,1640.07054,12.55621,60.5,37.6,45.8,7.638439999999999,769.32919,4
3180,1522.32239,11.63775,60.5,37.6,45.8,6.1783800000000015,612.14238,10
3185,1588.4751,12.08197,60.5,37.6,45.8,6.7518699999999985,684.57444,10
3190,1556.88442,11.9319,60.5,37.6,45.8,7.058439999999999,664.2375599999998,10
3195,1631.33625,12.58622,60.5,37.6,45.8,6.0370599999999985,775.59312,1
3200,1684.8977100000004,12.82834,60.5,37.6,45.8,6.42877,820.4989400000002,1
3205,1657.34404,12.68027,60.5,37.6,45.8,7.77033,794.2760599999998,4
3210,1653.86246,12.71228,60.5,37.6,45.8,7.03947,801.53906,1
3215,1603.54263,12.35211,60.5,38.6,45.8,7.01024,730.2296200000002,10
3220,1548.27012,11.87587,60.5,38.6,45.8,6.562189999999998,650.85231,10
3225,1457.28025,11.16552,60.5,38.6,45.8,6.65706,542.12869,10
3230,1417.48054,10.84736,60.5,38.6,45.8,6.09812,493.47959,13
3235,1528.8957300000004,11.68177,60.5,38.6,45.8,6.71679,622.4615,10
3240,1555.98406,11.82384,60.5,38.6,45.8,5.51415,646.26562,13
3245,1538.47045,11.85786,60.5,38.6,45.8,6.1581,648.62181,10
3250,1589.87083,12.12399,60.5,38.6,45.8,5.99196,692.66294,1
3255,1633.57242,12.52819,60.5,38.6,45.8,7.258839999999998,762.76919,4
3260,1610.73103,12.27207,60.5,37.6,45.8,6.944369999999998,714.7198099999998,10
3265,1563.36767,11.92589,60.5,37.6,45.8,6.20284,658.1153099999998,10
3270,1451.89256,11.10349,60.5,37.6,45.8,6.47555,535.03912,10
3275,1385.76987,10.63526,59.5,37.6,45.8,6.21285,465.60662,13
3280,1311.4682,10.04296,59.5,37.6,44.8,6.1081900000000005,396.015,13
3285,1320.4576,10.15502,58.5,37.6,44.8,5.83452,408.60816,13
3290,1287.62134,9.9209,58.5,37.6,44.8,5.61932,378.86059,13
3295,1261.64344,9.61275,58.5,37.6,44.8,5.2154,343.63841,9
3300,1261.23831,9.68479,57.5,36.6,43.8,4.75441,350.46847,9
3305,1243.78476,9.48469,57.5,36.6,43.8,5.34253,330.48975,9
3310,1122.77998,8.63627,57.5,36.6,43.8,4.43804,249.60755,9
3315,1094.73108,8.426160000000001,56.5,36.6,43.8,3.16317,189.99334,3
3320,1101.00419,8.43017,56.5,36.6,43.8,3.73283,188.04364,5
3325,1099.56349,8.44617,55.5,36.6,42.8,3.48177,152.75177,5
3330,1107.96765,8.42216,54.5,36.6,42.8,3.67287,108.27816,5
3335,1101.0192,8.43817,54.5,36.6,42.8,3.73084,120.22459,5
3340,1106.73695,8.42416,54.5,35.6,42.8,3.4087400000000003,110.88523,3
3345,1107.21723,8.43217,53.5,35.6,42.8,3.33406,67.38226999999999,3
3350,1100.82407,8.44017,53.5,35.6,41.8,2.5990900000000003,22.01289,3
3591,1107.20221,8.42416,48.5,34.6,37.8,4.12607,127.86566,5
3596,1100.83909,8.43017,49.5,34.6,37.8,3.06715,80.65446999999998,3
3601,1098.85812,8.416160000000001,49.5,35.6,37.8,2.67409,50.1683,3
3606,1098.21274,8.41816,50.5,35.6,38.8,3.94128,153.94398,5
3611,1107.5924,8.44617,50.5,36.6,38.8,2.9315,73.20042,3
3616,1099.59345,8.43417,50.5,36.6,39.8,2.51434,21.15923,3
3621,1099.11324,8.43217,51.5,37.6,39.8,3.16492,57.46759,3
3626,1099.33833,8.43817,51.5,37.6,40.8,3.25841,43.1642,3
3633,1085.86166,8.31011,51.5,38.6,41.8,2.60322,0.16097999999999998,3
3817,1101.70956,8.42817,49.5,39.6,41.8,4.2405300000000015,201.66212,5
3822,1100.65897,8.42817,49.5,39.6,41.8,3.69157,103.10805,5
3827,1100.71904,8.43417,50.5,39.6,41.8,3.471,78.13418,5
3832,1095.52647,8.426160000000001,50.5,39.6,42.8,2.53793,9.37893,3
3980,1101.3193,8.43017,49.5,39.6,42.8,3.95318,108.55266,5
3985,1107.26228,8.436169999999999,49.5,39.6,42.8,3.54921,95.76747,5
3990,1103.10528,8.42817,50.5,39.6,42.8,4.2419699999999985,124.59672,5
3995,1107.57746,8.43017,50.5,39.6,43.8,4.70983,213.7475,9
4000,1238.62216,9.46468,51.5,40.6,43.8,5.72319,328.5009100000001,13
4005,1750.1200399999998,13.40863,52.5,40.6,44.8,7.47842,936.86562,4
4010,1750.39003,13.41863,54.5,40.6,44.8,7.82903,1037.04575,6
4015,1763.1764899999996,13.43464,55.5,40.6,45.8,7.3696199999999985,964.00575,4
4020,1564.50827,12.02194,55.5,41.6,45.8,6.45601,682.07531,10
4025,1567.53968,12.08197,55.5,41.6,45.8,5.46277,683.8335599999998,13
4030,1689.94034,12.9504,56.5,41.6,46.8,6.30501,849.5083099999998,1
4035,1674.04739,12.81033,56.5,41.6,46.8,7.03878,812.69031,1
4040,1759.1995399999996,13.390620000000002,57.5,41.6,46.8,8.28097,1116.01737,6
4045,1742.4211100000002,13.3466,58.5,41.6,47.8,7.71762,1389.12438,6
4050,1756.61831,13.44464,58.5,41.6,47.8,9.35742,1367.79488,0
4055,1741.08545,13.42463,59.5,41.6,47.8,8.61529,1409.07938,0
4060,1704.10721,13.10248,59.5,41.6,47.8,5.64191,868.80444,1
4065,1764.51215,13.45465,59.5,41.6,48.8,8.67114,1254.41388,0
4070,1744.8825,13.38262,60.5,41.6,48.8,8.243269999999999,1195.51688,6
4075,1756.03284,13.422629999999998,60.5,41.6,48.8,8.01373,1199.47225,6
4080,1758.95943,13.40262,60.5,41.6,48.8,8.271360000000001,1048.8139999999999,6
4085,1675.9683699999996,12.90238,61.5,41.6,49.8,7.26107,832.3969999999999,4
4090,1671.09092,12.73229,61.5,41.6,49.8,6.7519399999999985,799.992,1
4095,1702.3514100000002,13.03044,61.5,41.6,49.8,7.63762,861.2405,4
4100,1723.3468899999998,13.13249,61.5,41.6,49.8,7.29495,884.7040599999998,4
4105,1600.54111,12.18002,61.5,41.6,49.8,6.53141,699.08644,10
4110,1622.46683,12.47617,61.5,41.6,49.8,6.63963,759.2366900000002,1
4115,1645.42834,12.61624,61.5,41.6,49.8,6.63928,784.73144,1
4120,1679.8852600000002,12.89637,61.5,40.6,49.8,7.24598,833.8974400000002,4
4125,1760.74527,13.422629999999998,61.5,40.6,49.8,7.729189999999999,972.95106,4
4130,1727.4137899999996,13.1525,61.5,40.6,49.8,8.050989999999999,884.5395599999998,4
4135,1758.34408,13.40863,61.5,40.6,49.8,6.07487,946.5269999999999,1
4140,1737.55867,13.36861,61.5,40.6,49.8,7.977810000000002,1522.1425,0
4145,1757.48877,13.390620000000002,62.5,40.6,49.8,8.46857,1309.2283699999996,0
4150,1744.50726,13.41863,62.5,40.6,49.8,9.99472,1767.12475,8
4155,1759.84477,13.406629999999998,62.5,40.6,49.8,9.82751,1841.17225,8
4160,1752.3261699999996,13.406629999999998,62.5,40.6,49.8,10.15275,1965.14712,8
4165,1746.0229600000002,13.394620000000002,63.5,40.6,49.8,8.66865,1560.8770000000002,14
4170,1756.01797,13.37461,63.5,40.6,49.8,9.24862,1728.1735,14
4175,1747.8088,13.42864,63.5,40.6,49.8,9.08453,1775.06338,14
4180,1753.79683,13.3586,63.5,40.6,49.8,9.10084,1680.82538,14
4185,1763.74679,13.43064,63.5,40.6,50.8,8.38907,1636.004,14
4190,1751.7258399999996,13.40462,64.5,40.6,50.8,7.99305,1321.87812,6
4195,1744.0869699999996,13.43264,64.5,40.6,50.8,7.9195699999999984,1239.75562,6
4200,1754.75724,13.43264,64.5,40.6,50.8,7.52831,999.25106,4
4205,1488.39073,11.39963,64.5,39.6,51.8,5.91895,575.34538,13
4210,1742.37621,13.3546,63.5,39.6,51.8,7.07307,1233.34088,6
4215,1475.39419,11.31559,63.5,39.6,51.8,5.28239,573.98181,13
4220,1631.0062,12.45015,62.5,39.6,51.8,7.2861,743.04088,4
4225,1734.36209,13.37661,62.5,39.6,51.8,7.485410000000001,1117.31138,6
4230,1768.3991600000004,13.46465,62.5,39.6,51.8,7.43528,1059.516,6
4235,1752.70127,13.42864,62.5,39.6,51.8,8.12791,1104.11488,6
4240,1761.37549,13.400620000000002,62.5,39.6,50.8,8.6394,1350.31412,0
4245,1745.0325100000002,13.400620000000002,62.5,38.6,50.8,6.76627,1103.87512,1
4250,1761.18043,13.39862,62.5,38.6,50.8,8.600610000000001,1249.02512,0
4255,1741.896,13.41063,62.5,38.6,50.8,7.87114,1193.50287,6
4260,1743.42672,13.41863,62.5,38.6,50.8,7.03331,1217.94525,6
4265,1749.1895100000004,13.3586,62.5,38.6,50.8,6.8499,1018.62075,1
4270,1747.95881,13.37661,62.5,38.6,50.8,7.547389999999999,999.14931,4
4275,1762.2910000000002,13.406629999999998,62.5,38.6,50.8,8.83858,976.6895,6
4280,1509.53608,11.63375,62.5,38.6,49.8,6.14564,615.85388,10
4285,1666.2435,12.82834,62.5,38.6,49.8,7.4811,816.5160599999998,4
4290,1682.25642,12.88037,62.5,38.6,49.8,7.21668,835.06444,4
4295,1758.3889800000004,13.45265,61.5,37.6,49.8,7.71192,1003.88212,4
4300,1743.00642,13.41063,61.5,37.6,49.8,7.11724,980.0825,4
4305,1697.83418,13.05245,61.5,37.6,48.8,7.36115,869.9653099999998,4
4310,1701.42102,13.01643,61.5,37.6,48.8,6.26518,861.2656199999999,1
4315,1694.02225,12.98842,61.5,37.6,48.8,7.51876,850.72381,4
4320,1762.3811,13.406629999999998,61.5,37.6,48.8,7.4587,1093.99675,6
4325,1586.97442,12.09598,61.5,37.6,48.8,6.1219199999999985,677.42025,1
4330,1514.18844,11.5357,61.5,36.6,47.8,5.66118,595.88694,13
4335,1501.02688,11.44165,60.5,36.6,47.8,5.23435,583.61681,13
4340,1251.1984,9.63476,60.5,36.6,47.8,4.71876,344.89219,9
4345,1318.43165,10.07698,59.5,36.6,46.8,5.22054,400.37012,13
4350,1246.32109,9.54072,59.5,35.6,46.8,4.740480000000002,337.99531,9
4355,1141.01397,8.746319999999999,58.5,35.6,45.8,4.52569,258.45194,9
4360,1255.89566,9.60475,57.5,35.6,45.8,5.07707,342.81322,9
4365,1126.69687,8.59625,57.5,35.6,45.8,4.4045,247.46622,9
4370,1262.79906,9.7208,57.5,35.6,44.8,6.1018,356.2134700000001,13
4375,1336.06524,10.29909,57.5,34.6,44.8,6.63571,424.66016,10
4380,1133.79539,8.73832,56.5,34.6,43.8,4.5751800000000005,259.47783,9
4385,1101.55947,8.426160000000001,56.5,34.6,43.8,4.26466,170.01281,5
4390,1106.0767,8.43017,55.5,34.6,42.8,4.22689,104.67788,5
4395,1096.1418199999996,8.44017,54.5,33.6,42.8,3.04238,108.25343,3
4400,1097.0873,8.436169999999999,54.5,33.6,42.8,4.34269,123.01734,5
4405,1110.39887,8.454180000000001,53.5,33.6,41.8,4.06176,110.31257,5
4410,1094.8211,8.416160000000001,53.5,33.6,41.8,3.8459,101.48675,5
4415,1095.13629,8.44417,53.5,33.6,41.8,4.66935,181.69756,9
4420,1098.00267,8.42216,53.5,33.6,40.8,4.33763,169.51459,5
4425,1101.84455,8.42416,52.5,33.6,40.8,3.65123,160.16491000000005,5
4430,1096.1868,8.44617,52.5,32.6,40.8,4.1688,148.13948,5
4435,1099.84857,8.426160000000001,52.5,32.6,39.8,4.20646,121.73068,5
4440,1107.26228,8.436169999999999,51.5,32.6,39.8,4.2083900000000005,131.26838,5
4445,1105.41638,8.41816,51.5,32.6,39.8,2.57531,0.7933,3
4496,1095.64653,8.42416,49.5,33.6,39.8,4.60407,181.70219,9
4501,1130.22357,8.67629,50.5,33.6,39.8,4.85052,252.67569,9
4506,1264.19493,9.73281,51.5,33.6,39.8,5.16342,358.59372,9
4511,1092.13477,8.416160000000001,51.5,34.6,40.8,1.91835,0.8745,3
4516,1077.3524699999996,8.28009,51.5,34.6,40.8,1.91564,1.21567,3
4945,1096.69704,8.42416,46.5,34.6,36.8,2.44453,87.23253000000003,3
4950,1107.14222,8.44017,47.5,34.6,36.8,1.73987,9.47212,3
4955,1112.40979,8.47819,47.5,34.6,36.8,4.28466,190.89064,5
4960,1099.03823,8.42817,48.5,35.6,37.8,3.5504,215.83003,5
4965,1249.53254,9.53271,49.5,35.6,37.8,4.65367,336.16678,9
4970,1142.79981,8.73832,49.5,36.6,38.8,4.4923,257.30859,9
4975,1195.25077,9.16853,50.5,36.6,39.8,5.11992,301.42838,9
4980,1646.98909,12.55421,50.5,37.6,40.8,6.51826,767.2769999999999,1
4985,1114.01566,8.4882,51.5,37.6,41.8,4.17356,236.61831,5
4990,1190.47842,9.17854,51.5,37.6,41.8,4.897869999999998,299.8585,9
4995,1097.58252,8.420160000000001,52.5,37.6,42.8,3.95222,213.20858,5
5000,1106.84206,8.41216,52.5,37.6,42.8,4.46323,93.98828,5
5005,1102.47492,8.46819,52.5,37.6,42.8,4.48505,220.02377,9
5010,1263.21935,9.67678,53.5,37.6,42.8,4.85387,357.05419,9
5015,1241.32351,9.48069,53.5,37.6,42.8,6.01932,328.80522,13
5020,1111.7045,8.52621,54.5,37.6,43.8,3.78305,241.75906,5
5025,1172.51449,8.99645,54.5,37.6,43.8,3.9148,279.93681000000004,5
5030,1108.5829199999996,8.4962,55.5,37.6,43.8,3.5368,200.8713,5
