,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category
17765,1621.91169,12.43815,61.5,39.6,49.8,5.74903,758.44931,1
17770,1709.585,13.01243,61.5,39.6,49.8,6.5076800000000015,853.90219,1
17775,1631.4262,12.56421,61.5,39.6,49.8,5.6627,766.7905599999998,1
17780,1702.33639,13.07646,61.5,39.6,49.8,6.10147,888.4486199999999,1
17785,1736.5381899999998,13.390620000000002,61.5,39.6,49.8,7.61177,989.50719,4
17790,1760.83536,13.394620000000002,61.5,39.6,49.8,7.445289999999999,939.83831,4
17795,1593.32253,12.28807,61.5,39.6,49.8,6.7458,724.18375,1
17800,1507.76511,11.61574,61.5,39.6,49.8,5.38075,613.6239400000002,13
17805,1462.8930300000004,11.24756,61.5,39.6,49.8,5.92968,552.78319,13
17810,1500.83183,11.49368,61.5,39.6,49.8,5.39913,588.2425,13
17815,1663.90237,12.72429,61.5,39.6,49.8,6.18841,790.9338799999998,1
17820,1752.07105,13.45865,61.5,39.6,49.8,8.13423,972.96156,4
17825,1621.71649,12.45616,61.5,39.6,49.8,7.7208,732.63612,4
17830,1747.02843,13.32859,61.5,39.6,49.8,6.43863,947.42919,1
17835,1549.30576,11.79783,61.5,40.6,49.8,5.24949,644.4341900000002,13
17840,1608.05985,12.3441,61.5,40.6,49.8,7.69908,718.21325,4
17845,1350.72764,10.43116,61.5,40.6,49.8,6.05071,439.57403,13
17850,1747.94394,13.44264,61.5,40.6,49.8,8.34332,1089.3311199999996,6
17855,1441.25231,10.96342,61.5,40.6,49.8,6.7908800000000005,509.80094,10
17860,1557.39466,11.97392,61.5,40.6,49.8,7.236489999999999,674.27931,10
17865,1474.07355,11.28158,60.5,40.6,49.8,5.52094,559.3575,13
17870,1385.07959,10.64326,60.5,40.6,49.8,6.02198,477.59509,13
17875,1744.91253,13.42664,60.5,40.6,49.8,7.78247,1287.45363,6
17880,1293.48925,9.86287,60.5,40.6,50.8,4.95219,374.22566,9
17885,1693.4369399999996,12.9444,60.5,40.6,50.8,7.4546,819.62225,4
17890,1652.1815800000004,12.65225,60.5,40.6,50.8,8.804260000000003,776.10712,4
17895,1380.57724,10.5212,60.5,40.6,50.8,5.89559,457.16628,13
17900,1682.82672,12.9484,61.5,40.6,50.8,6.72285,856.1695,1
17905,1399.0364,10.73531,61.5,41.6,50.8,5.86612,477.14097,13
17910,1737.2436300000004,13.384620000000002,61.5,41.6,50.8,7.31348,1230.00688,6
17915,1747.35862,13.45465,61.5,41.6,50.8,7.8959899999999985,1083.4925,6
17920,1756.61831,13.46866,61.5,41.6,51.8,7.23228,1051.8485,6
17925,1761.91576,13.41863,62.5,41.6,51.8,6.66965,1044.90488,1
17930,1613.94277,12.38812,62.5,42.6,51.8,7.41018,739.01481,4
17935,1741.07058,13.41463,62.5,42.6,51.8,7.85664,1298.63038,6
17940,1749.90982,13.45465,62.5,42.6,52.8,7.6771,1512.00575,0
17945,1687.32893,12.99442,63.5,42.6,52.8,7.07889,872.9086199999998,4
17950,1743.48663,13.30257,63.5,42.6,52.8,7.5792,917.76475,4
17955,1746.66834,13.390620000000002,63.5,43.6,53.8,7.85176,1212.02262,6
17960,1759.9799100000002,13.46866,63.5,43.6,53.8,8.43099,1013.942,6
17965,1596.57917,12.22804,63.5,43.6,53.8,6.1840199999999985,723.52362,1
17970,1738.09909,13.32258,63.5,43.6,53.8,7.66512,1181.00875,6
17975,1740.83033,13.41463,63.5,44.6,53.8,8.15526,1245.6885,6
17980,1754.36713,13.50468,63.5,44.6,54.8,7.6440199999999985,1169.30162,6
17985,1677.81427,12.89437,64.5,44.6,54.8,6.1181199999999984,839.03675,1
17990,1746.56323,13.3586,64.5,44.6,54.8,7.63463,943.10394,4
17995,1541.14163,11.84585,64.5,44.6,54.8,7.07572,640.36725,10
18000,1757.7888,13.3526,64.5,44.6,55.8,7.7693699999999986,1014.288,6
18005,1759.33453,13.46866,64.5,45.6,55.8,8.6042,1026.94344,6
18010,1647.72442,12.67426,64.5,45.6,55.8,5.98878,803.29788,1
18015,1707.15378,13.09047,64.5,45.6,55.8,7.5815,882.8041199999999,4
18020,1308.0615400000004,9.97693,64.5,45.6,55.8,7.0048,368.71581,10
18025,1597.1494699999996,12.14,63.5,45.6,55.8,6.01319,683.25031,1
18030,1312.3536800000004,10.06097,63.5,45.6,55.8,6.22349,393.93725,13
18035,1571.27653,12.07397,63.5,45.6,55.8,6.26286,685.83181,1
18040,1284.99521,9.82886,62.5,45.6,55.8,7.16431,349.44919,10
18045,1148.78776,8.6943,62.5,45.6,55.8,5.18041,244.28023,9
18050,1377.05075,10.5212,61.5,45.6,55.8,5.83827,439.68066,13
18055,1202.76951,9.21856,61.5,45.6,55.8,4.31566,309.78516,9
18060,1767.1984899999998,13.42463,61.5,45.6,54.8,7.822710000000002,1168.35212,6
18065,1657.164,12.58822,61.5,45.6,54.8,8.26159,786.04844,4
18070,1110.56389,8.4982,61.5,45.6,54.8,4.43221,235.10495,9
18075,1756.13795,13.54469,61.5,45.6,54.8,9.89322,1482.13112,14
18080,1504.37347,11.46367,61.5,45.6,54.8,6.27051,590.32088,10
18085,1394.86438,10.64726,61.5,45.6,54.8,4.64749,474.25816,9
18090,1748.09395,13.44665,61.5,45.6,54.8,8.21921,1351.8418800000004,0
18095,1600.0609,12.18802,62.5,45.6,54.8,4.99721,725.08012,13
18100,1290.93805,9.89689,62.5,45.6,54.8,5.35346,379.77544,13
18105,1478.18564,11.3256,62.5,45.6,54.8,6.00212,568.63,13
18110,1737.2136,13.3446,62.5,45.6,54.8,9.25237,1307.9955,0
18115,1741.55078,13.37861,62.5,45.6,54.8,8.598939999999999,966.51831,4
18120,1724.68241,13.26656,62.5,45.6,54.8,7.71166,906.57419,4
18125,1467.06504,11.25556,62.5,45.6,54.8,4.52557,565.84462,9
18130,1658.67985,12.57021,62.5,45.6,54.8,7.83145,762.13975,4
18135,1632.68693,12.46616,62.5,45.6,54.8,5.84116,766.90362,1
18140,1614.48304,12.30008,63.5,45.6,54.8,7.68145,723.09462,4
18145,1748.93439,13.394620000000002,63.5,45.6,54.8,8.14053,1261.55325,6
18150,1503.81833,11.55571,63.5,45.6,54.8,5.5879699999999985,605.6908099999998,13
18155,1753.58675,13.422629999999998,63.5,45.6,55.8,7.6763,939.53225,4
18160,1751.57568,13.41463,63.5,45.6,55.8,8.347010000000001,1007.08381,6
18165,1750.97535,13.32258,64.5,46.6,55.8,9.80796,1354.8085,0
18170,1771.14541,13.47866,64.5,46.6,55.8,9.26518,1065.98012,0
18175,1607.21941,12.3341,64.5,46.6,55.8,6.82183,730.24312,1
18180,1671.52608,12.86436,64.5,46.6,55.8,7.78722,818.49731,4
18185,1760.32512,13.406629999999998,64.5,46.6,56.8,7.7935,1073.904,6
18190,1746.90845,13.44665,64.5,47.6,56.8,8.4444,1216.88,0
18195,1742.48132,13.3606,65.5,47.6,56.8,7.778860000000001,1211.67212,6
18200,1747.2836899999998,13.31858,65.5,47.6,56.8,8.61312,1492.4979999999998,0
18205,1760.76029,13.49267,66.5,47.6,57.8,7.438839999999999,1136.58262,6
18210,1748.28915,13.42664,66.5,48.6,57.8,8.98272,1513.864,14
18215,1760.3550100000002,13.50668,66.5,48.6,58.8,8.91136,1468.5615,0
18220,1749.9700300000004,13.42664,66.5,48.6,58.8,6.85035,1457.6681199999996,6
18225,1762.2609699999996,13.42463,67.5,48.6,58.8,7.39504,1038.95138,6
18230,1745.8127399999996,13.3626,67.5,49.6,59.8,9.53135,2052.32712,8
18235,1742.79635,13.3586,67.5,49.6,59.8,8.62162,1756.79912,14
18240,1738.69942,13.3466,67.5,49.6,60.8,9.37034,1687.20575,14
18245,1770.95035,13.46866,68.5,49.6,60.8,8.92448,1193.22462,0
18250,1755.73268,13.44665,68.5,49.6,61.8,9.94295,1816.4679999999998,8
18255,1783.15135,13.5487,68.5,50.6,61.8,9.38651,2015.7745,8
18260,1766.46302,13.54269,68.5,50.6,62.8,9.03402,1776.52988,14
18265,1763.7618100000002,13.42864,68.5,50.6,62.8,8.209660000000001,1353.2023800000004,0
18270,1766.5981600000002,13.46265,68.5,50.6,62.8,8.252460000000001,1498.5621199999996,0
18275,1735.35268,13.31458,68.5,51.6,63.8,9.298,2055.1155,8
18280,1751.60571,13.33659,68.5,51.6,63.8,7.5285199999999985,1445.71038,6
18285,1750.63028,13.40462,68.5,51.6,64.8,8.9202,1202.173,0
18290,1748.12398,13.33859,68.5,51.6,64.8,8.16943,1493.1645,0
18295,1745.3477,13.42063,68.5,51.6,64.8,8.528139999999999,1276.69587,0
18300,1748.3342,13.47266,68.5,52.6,65.8,8.96175,1355.40062,0
18305,1760.76029,13.40462,68.5,52.6,65.8,9.12929,1595.80612,14
18310,1758.62923,13.47866,68.5,52.6,65.8,7.71323,1107.11775,6
18315,1762.0509,13.42063,68.5,52.6,65.8,9.94263,1951.98612,8
18320,1756.7382899999998,13.51268,68.5,52.6,65.8,9.11434,1891.32938,8
18325,1724.48735,13.25055,69.5,52.6,65.8,9.79114,2038.41312,8
18330,1757.66867,13.3626,69.5,52.6,65.8,9.48513,1718.7106199999996,14
18335,1766.08792,13.43864,69.5,52.6,65.8,8.89352,1810.18312,14
18340,1734.3322100000007,13.33059,69.5,52.6,65.8,9.77116,1832.8270000000002,8
18345,1738.92451,13.3486,69.5,52.6,65.8,9.11005,1553.83388,14
18350,1758.6742800000004,13.39662,69.5,52.6,65.8,8.66439,1411.26712,0
18355,1748.36423,13.46465,69.5,52.6,65.8,8.687489999999999,1527.115,0
18360,1767.76865,13.49067,69.5,52.6,65.8,9.89946,2053.15425,8
18365,1759.66473,13.406629999999998,69.5,52.6,65.8,8.75176,1420.23212,0
18370,1753.99188,13.44264,69.5,52.6,65.8,9.01098,1537.4278800000004,14
18375,1748.01902,13.36861,69.5,52.6,65.8,9.12354,1655.50175,14
18380,1748.21393,13.41063,69.5,52.6,65.8,9.73015,2019.10725,8
18385,1755.91286,13.47066,69.5,52.6,65.8,8.09202,1104.97925,6
18390,1757.7438899999993,13.48266,69.5,52.6,65.8,9.39567,1415.7365,0
18395,1768.9543,13.46265,69.5,52.6,65.8,9.66861,1956.30125,8
18400,1754.2319899999998,13.42664,69.5,52.6,65.8,8.46597,1334.60412,0
18405,1740.6204,13.39862,69.5,52.6,65.8,8.07953,1691.18675,14
18410,1776.80324,13.69277,69.5,52.6,65.8,9.75434,2039.001,8
18415,1743.90692,13.3466,69.5,51.6,65.8,8.82652,1652.85125,14
18420,1727.2336100000002,13.316579999999998,69.5,51.6,65.8,9.36542,2057.98375,8
18425,1754.99735,13.37261,69.5,51.6,65.8,8.29843,1591.59825,0
18430,1745.2125600000004,13.41863,69.5,51.6,65.8,8.5621,1617.66625,14
18435,1750.93045,13.38862,69.5,51.6,65.8,7.95403,1231.766,6
18440,1747.50863,13.37061,69.5,51.6,65.8,9.55187,1843.47625,8
18445,1752.6412100000002,13.43064,69.5,51.6,65.8,9.43743,1721.52775,14
18450,1748.0639199999996,13.40262,69.5,51.6,65.8,9.20499,1272.59388,0
18455,1750.33011,13.394620000000002,69.5,51.6,65.8,9.89323,1831.72975,8
18460,1739.55473,13.37661,69.5,51.6,65.8,8.586,1394.08875,0
18465,1760.2950899999996,13.46065,69.5,50.6,65.8,9.005930000000003,1464.35688,0
18470,1746.59326,13.47466,69.5,50.6,65.8,9.40178,1899.9735,8
18475,1761.4806,13.41863,68.5,50.6,65.8,7.26416,1153.42013,6
18480,1747.83883,13.40863,68.5,50.6,64.8,8.449639999999999,1494.227,0
18485,1767.00329,13.54669,68.5,50.6,64.8,9.65907,1386.41462,0
18490,1756.76832,13.46265,68.5,50.6,64.8,10.12598,1701.50662,14
18495,1759.5446,13.400620000000002,68.5,50.6,64.8,8.51084,1219.2671300000004,0
18500,1753.9168100000004,13.43464,68.5,49.6,64.8,6.47403,1129.02538,1
18505,1754.06696,13.41063,68.5,49.6,63.8,9.13178,1210.45112,0
18510,1770.5751100000002,13.46265,67.5,49.6,63.8,8.52983,1213.14388,0
18515,1734.0320399999996,13.36461,67.5,49.6,63.8,8.769039999999999,1126.3575,0
18520,1674.03238,12.81834,67.5,48.6,62.8,6.06513,819.68225,1
18525,1774.29694,13.53069,66.5,48.6,62.8,9.09338,1404.84212,0
18530,1675.48802,12.79632,66.5,48.6,62.8,7.38806,824.94606,4
18535,1560.95147,12.01994,66.5,48.6,61.8,5.76619,677.09594,13
18540,1572.77722,11.98993,65.5,47.6,61.8,6.3322,668.30444,10
18545,1481.5022,11.37762,65.5,47.6,60.8,4.99823,578.0400599999998,13
18550,1646.9439,12.5442,64.5,47.6,60.8,6.34635,764.84375,1
18555,1541.6069699999996,11.82985,64.5,46.6,59.8,6.4215800000000005,653.29581,10
18560,1658.49966,12.78232,64.5,46.6,59.8,6.236000000000001,812.18938,1
18565,1753.46663,13.33659,64.5,46.6,58.8,6.51866,1105.61025,1
18570,1749.6098,13.42664,64.5,45.6,58.8,8.92659,1298.80262,0
18575,1742.43627,13.41463,64.5,45.6,57.8,9.24224,1696.87562,14
18580,1742.46615,13.3446,64.5,45.6,57.8,9.49898,2053.99425,8
18585,1765.8928600000004,13.49067,65.5,45.6,57.8,10.98279,2031.98862,2
18590,1766.37307,13.47066,65.5,45.6,57.8,8.09084,1796.42912,14
18595,1753.51168,13.422629999999998,65.5,45.6,57.8,10.59608,2060.2565,2
18600,1755.49272,13.3446,66.5,45.6,57.8,10.28622,2058.6693800000007,2
18605,1735.39773,13.33859,66.5,45.6,57.8,8.59975,1426.912,0
18610,1749.8048600000004,13.46065,66.5,45.6,57.8,9.33308,2052.5533800000007,8
18615,1746.26307,13.33659,66.5,45.6,57.8,9.13226,2032.32225,8
18620,1733.64192,13.25055,66.5,45.6,58.8,10.09832,2062.58488,8
18625,1748.9193699999996,13.44464,66.5,45.6,58.8,9.45966,2056.40112,8
18630,1737.93406,13.39262,66.5,45.6,58.8,9.03842,2060.345,8
18635,1725.37269,13.29257,67.5,45.6,59.8,10.75402,2056.67525,2
18640,1743.6367899999998,13.28256,67.5,45.6,59.8,10.08407,2058.62488,8
18645,1729.09467,13.30858,67.5,45.6,59.8,8.26783,2057.25337,8
18650,1749.02448,13.47066,67.5,45.6,60.8,10.39814,2059.50313,2
18655,1754.72736,13.46666,67.5,45.6,60.8,11.145999999999999,2056.08625,2
18660,1768.1889399999998,13.60072,67.5,45.6,61.8,9.414,2065.65,8
18665,1775.8276600000004,13.53069,67.5,46.6,61.8,10.08546,2056.55588,8
18670,1771.22034,13.46666,67.5,46.6,61.8,14.5025,2059.32362,11
18675,1755.6277100000002,13.48466,68.5,46.6,62.8,12.17011,2055.6715,11
18680,1743.14157,13.45265,68.5,47.6,62.8,16.25684,2060.35925,11
18685,1747.0134100000002,13.37661,68.5,47.6,62.8,13.89402,2052.69,11
18690,1731.8108899999993,13.31258,68.5,47.6,63.8,11.12218,2058.47825,2
18695,1734.15216,13.38862,68.5,47.6,63.8,10.73996,2053.85813,2
18700,1702.7717,13.06846,68.5,48.6,63.8,10.17498,2056.49687,8
18705,1733.02657,13.25855,68.5,48.6,63.8,9.50731,2055.76675,8
18710,1764.28706,13.53469,68.5,48.6,64.8,10.45393,2059.26025,2
18715,1761.12037,13.46666,68.5,48.6,64.8,10.10096,2059.9875,8
18720,1743.48663,13.38662,68.5,48.6,64.8,10.00323,2055.86838,8
18725,1762.3210399999996,13.39662,68.5,48.6,64.8,9.16541,1931.664,8
18730,1738.56428,13.38662,68.5,48.6,64.8,9.97221,2061.59675,8
18735,1744.43218,13.42463,68.5,48.6,64.8,9.67807,2062.99062,8
18740,1759.28948,13.39862,68.5,49.6,65.8,10.36246,2054.17425,2
18745,1728.70441,13.27656,68.5,49.6,65.8,8.101189999999999,2057.304,8
18750,1774.9122899999998,13.508679999999998,68.5,49.6,65.8,9.22894,1994.09338,8
18755,1737.88887,13.25255,68.5,49.6,65.8,10.15535,2066.15638,8
18760,1714.82254,13.186520000000002,68.5,49.6,65.8,9.75466,2057.83462,8
18765,1735.9229899999998,13.32859,68.5,49.6,65.8,11.36289,2059.86338,2
18770,1743.66682,13.3446,68.5,49.6,65.8,10.06765,2050.41437,8
18775,1752.5661300000004,13.43264,68.5,49.6,65.8,9.09022,1743.91875,14
18780,1773.30649,13.514679999999998,68.5,49.6,66.8,9.38123,1793.79688,14
18785,1758.34408,13.43464,68.5,49.6,66.8,10.02997,1721.19062,14
18790,1786.19777,13.59472,68.5,49.6,66.8,9.94092,2034.8005,8
18795,1732.17112,13.33059,68.5,49.6,66.8,10.16991,2054.4683800000007,8
18800,1751.98096,13.3446,68.5,49.6,66.8,10.72525,2056.35912,2
18805,1779.23446,13.63874,68.5,49.6,66.8,8.35468,1904.8815,14
18810,1756.99341,13.41463,68.5,49.6,66.8,8.0272,1583.72225,0
18815,1743.5166600000002,13.3626,68.5,49.6,66.8,9.06753,1634.58812,14
18820,1746.05299,13.38662,68.5,49.6,66.8,7.77692,1600.25538,0
18825,1757.77378,13.38262,68.5,49.6,66.8,10.30537,1820.65262,2
18830,1773.05138,13.610729999999998,68.5,49.6,66.8,9.44038,1908.18262,8
18835,1748.16903,13.41863,68.5,49.6,66.8,8.66735,1457.68475,0
18840,1762.06592,13.50468,68.5,49.6,66.8,9.56099,1635.14825,14
18845,1755.0724300000004,13.47866,68.5,49.6,65.8,8.431189999999999,1461.3283800000004,0
18850,1748.3342,13.46065,68.5,49.6,65.8,9.34015,1948.58625,8
18855,1739.2847399999996,13.41063,68.5,49.6,65.8,8.35293,1398.96675,0
18860,1762.44116,13.41463,67.5,49.6,64.8,8.32563,1337.31262,0
18865,1747.8239600000004,13.384620000000002,67.5,49.6,64.8,10.13694,1916.24062,8
18870,1753.61678,13.37061,67.5,49.6,64.8,8.108310000000001,1677.3005,14
18875,1745.6028199999996,13.390620000000002,67.5,48.6,64.8,8.80735,1271.8953800000004,0
18880,1755.6127,13.43064,67.5,48.6,63.8,7.231260000000002,1278.07612,6
18885,1755.1475,13.50067,67.5,48.6,63.8,5.8527,1128.74225,1
18890,1741.01051,13.32058,67.5,48.6,63.8,9.67004,1478.693,14
18895,1747.31372,13.44464,66.5,48.6,62.8,7.39133,1217.77025,6
18900,1744.59721,13.37861,66.5,47.6,62.8,6.914460000000001,919.0945,1
18905,1652.09164,12.66626,66.5,47.6,62.8,6.23623,792.7396200000002,1
18910,1742.2110300000004,13.40462,65.5,47.6,61.8,6.48602,1065.55975,1
18915,1750.90027,13.39262,65.5,47.6,61.8,8.95641,1221.3953800000004,0
18920,1763.94185,13.44264,65.5,46.6,60.8,7.08949,1264.56812,6
18925,1736.4632600000002,13.36861,65.5,46.6,60.8,8.247010000000001,1248.34875,6
18930,1753.9468399999996,13.3586,65.5,46.6,59.8,7.50375,947.52494,4
18935,1747.13353,13.40262,65.5,45.6,59.8,8.08585,1255.8256199999996,6
18940,1755.9878,13.44064,65.5,45.6,59.8,8.23232,1300.8463800000004,0
18945,1743.78695,13.394620000000002,65.5,45.6,58.8,8.174610000000001,1213.1346199999996,6
18950,1766.5981600000002,13.46065,64.5,45.6,58.8,7.254339999999999,1005.46594,4
18955,1761.99084,13.42664,64.5,44.6,57.8,7.214930000000002,1097.70138,6
18960,1752.67124,13.43464,64.5,44.6,57.8,8.320260000000001,1234.7935,6
18965,1763.7016,13.44665,64.5,44.6,57.8,8.7731,1566.23988,14
18970,1744.74736,13.39662,64.5,44.6,56.8,9.01714,1707.63838,14
18975,1739.40472,13.44064,64.5,44.6,56.8,9.55787,1770.06038,14
18980,1743.8768899999998,13.44665,64.5,43.6,56.8,8.90095,1715.79262,14
18985,1738.47433,13.36661,64.5,43.6,56.8,8.284089999999999,1532.81638,0
18990,1747.4637300000004,13.46065,64.5,43.6,56.8,8.67859,1381.74288,0
18995,1750.67533,13.43264,64.5,43.6,56.8,9.47832,1757.49612,14
19000,1753.64682,13.44464,64.5,43.6,56.8,8.750630000000001,1755.94975,14
19005,1754.4871100000007,13.46666,64.5,43.6,56.8,9.1003,1616.32762,14
19010,1759.7247899999998,13.51668,64.5,43.6,56.8,10.45731,2045.46862,2
19015,1753.99188,13.422629999999998,64.5,43.6,56.8,9.53274,1983.9935,8
19020,1745.69276,13.3526,65.5,43.6,56.8,9.87815,2059.93562,8
19025,1762.98143,13.41863,65.5,42.6,56.8,10.00343,1759.83825,8
19030,1759.76969,13.45665,65.5,42.6,56.8,8.48395,1648.5013800000004,14
19035,1738.2941399999993,13.3566,65.5,42.6,56.8,8.35694,1319.37975,0
19040,1757.54869,13.41063,65.5,42.6,56.8,9.84001,2057.20025,8
19045,1747.8539899999996,13.44665,65.5,42.6,56.8,11.03062,2055.90962,2
19050,1730.2951899999996,13.3566,65.5,42.6,56.8,10.87006,2053.41838,2
19055,1726.72337,13.28256,66.5,42.6,56.8,9.67039,2057.3185,8
19060,1771.97083,13.57671,66.5,42.6,57.8,10.17634,2052.17288,8
19065,1750.0749899999996,13.30257,66.5,42.6,57.8,10.54571,2062.09275,2
19070,1742.30113,13.41463,66.5,43.6,58.8,9.8376,1863.62762,8
19075,1732.72626,13.27656,66.5,43.6,58.8,12.08074,1977.25462,11
19080,1736.52332,13.3586,66.5,43.6,58.8,8.81476,1683.0566199999996,14
19085,1792.50084,13.64675,66.5,43.6,59.8,10.42787,2066.46588,2
19090,1719.74489,13.24455,66.5,43.6,59.8,9.21682,2059.495,8
19095,1733.02657,13.34059,66.5,43.6,59.8,9.28024,1908.64812,8
19100,1743.2615399999993,13.32659,66.5,44.6,59.8,7.79328,1657.97525,0
19105,1765.47257,13.5647,66.5,44.6,60.8,9.69545,2005.73988,8
19110,1728.05903,13.21853,66.5,44.6,60.8,9.59888,1912.61025,8
19115,1742.10592,13.3566,66.5,44.6,60.8,8.04241,1177.29688,6
19120,1761.0452899999998,13.37461,66.5,44.6,60.8,9.3256,2061.49425,8
19125,1744.47723,13.45065,66.5,44.6,60.8,9.31026,1726.83375,14
19130,1734.4373100000007,13.33459,66.5,44.6,60.8,9.74554,2053.23238,8
19135,1762.5160899999996,13.47666,66.5,44.6,61.8,7.95728,1286.282,6
19140,1742.9763899999996,13.48266,66.5,44.6,61.8,10.10243,2047.41488,8
19145,1737.22862,13.406629999999998,66.5,44.6,61.8,10.63677,1928.65675,2
19150,1748.85931,13.47066,66.5,44.6,61.8,9.43789,1419.9660000000001,0
19155,1745.00248,13.44665,66.5,45.6,61.8,9.24661,1649.70125,14
19160,1746.7284,13.37261,66.5,45.6,61.8,9.97805,1808.04725,8
19165,1759.1244600000002,13.39862,66.5,45.6,61.8,7.518110000000001,994.418,4
19170,1748.25912,13.38262,66.5,45.6,61.8,8.16975,1078.60325,6
19175,1762.80139,13.41863,66.5,45.6,61.8,8.98007,1604.93425,14
19180,1763.95672,13.41663,66.5,45.6,61.8,8.596860000000001,1555.26775,0
19185,1767.55857,13.46465,66.5,45.6,61.8,9.42995,1744.35162,14
19190,1742.07604,13.42463,66.5,45.6,61.8,8.05293,1744.22538,14
19195,1750.7053600000004,13.38862,66.5,45.6,61.8,10.19655,1845.60588,8
19200,1751.09547,13.41863,66.5,45.6,61.8,8.7019,1444.0303800000004,0
19205,1742.54123,13.36461,66.5,45.6,61.8,9.28803,2061.572,8
19210,1776.87832,13.52068,67.5,45.6,61.8,9.9919,2061.64813,8
19215,1771.9857,13.58872,67.5,46.6,61.8,10.24011,2012.41062,2
19220,1749.7598100000002,13.40262,67.5,46.6,61.8,10.10902,2041.82012,8
19225,1750.7053600000004,13.36661,67.5,46.6,61.8,10.86141,2063.37375,2
19230,1756.78333,13.38862,67.5,46.6,61.8,8.511439999999999,1945.14488,8
19235,1751.2605,13.406629999999998,67.5,46.6,61.8,8.4645,1799.1,14
19240,1656.95407,12.65826,67.5,46.6,61.8,7.18685,801.92606,4
19245,1741.0555600000002,13.30858,67.5,46.6,62.8,7.799360000000001,1404.75912,0
19250,1743.5166600000002,13.44665,67.5,47.6,62.8,10.2028,2055.02975,8
19255,1783.39145,13.716779999999998,67.5,47.6,62.8,9.71437,2016.94112,8
19260,1787.4284699999996,13.59472,67.5,47.6,62.8,10.07954,2040.5805,8
19265,1760.30996,13.50067,67.5,47.6,62.8,9.80634,2052.57688,8
19270,1768.0389300000004,13.46465,68.5,48.6,62.8,9.03136,1816.39075,14
19275,1752.76133,13.41463,68.5,48.6,62.8,10.9078,2060.21212,2
19280,1728.14927,13.294570000000002,68.5,48.6,63.8,10.04926,2016.1229999999998,8
19285,1742.0011100000004,13.38262,68.5,48.6,63.8,9.74966,2040.73838,8
19290,1778.7390899999998,13.57871,68.5,48.6,63.8,10.15734,2061.0823800000007,8
19295,1782.05579,13.7528,68.5,48.6,63.8,11.96329,2058.02788,2
19300,1743.78695,13.44665,68.5,49.6,64.8,11.54005,2061.79725,2
19305,1733.98699,13.27856,68.5,49.6,64.8,10.41055,2059.03,2
19310,1750.7353899999996,13.36661,68.5,49.6,64.8,8.35656,1573.38725,0
19315,1650.38073,12.63625,68.5,49.6,64.8,9.29991,793.0055,7
19320,1426.39501,10.88138,68.5,49.6,64.8,10.40094,515.29766,7
19325,1283.0442,9.85687,67.5,49.6,64.8,10.86602,355.97891,7
19330,1505.21391,11.45966,66.5,49.6,64.8,10.78012,604.0790000000001,7
19335,1601.17132,12.28007,66.5,49.6,64.8,9.76828,737.41819,7
19340,1591.85172,12.19603,65.5,49.6,64.8,9.63797,727.85694,7
19345,1509.92634,11.59973,65.5,49.6,63.8,10.83174,618.08038,7
19350,1735.2477199999996,13.31258,65.5,49.6,63.8,13.2498,2053.0615,11
19355,1751.39564,13.49867,65.5,49.6,63.8,10.13963,1488.53238,14
19360,1739.08968,13.20853,66.5,49.6,62.8,10.56187,1472.214,14
19365,1731.84092,13.33659,66.5,49.6,62.8,9.52583,1470.36738,14
19370,1736.28307,13.304570000000002,66.5,49.6,62.8,9.6918,926.99294,7
19375,1438.6861,11.06947,66.5,49.6,62.8,10.57929,507.29884,7
19380,1776.56299,13.49867,66.5,49.6,62.8,16.75078,2062.33113,11
19385,1741.26563,13.3446,66.5,49.6,62.8,11.26063,2057.57725,2
19390,1732.1410899999996,13.32459,66.5,49.6,62.8,10.26539,2060.19725,2
19395,1740.18509,13.38262,67.5,49.6,62.8,9.96802,1401.51275,14
19400,1568.84531,12.05796,67.5,49.6,62.8,10.79122,683.37062,7
19405,1383.98403,10.57923,66.5,49.6,62.8,11.22332,471.52794000000006,7
19410,1173.43001,8.98444,65.5,49.6,62.8,11.11239,251.22128,7
19415,1365.66002,10.48118,64.5,49.6,62.8,11.07856,431.46338,7
19420,1347.26092,10.32911,64.5,49.6,61.8,9.98726,423.34078,7
19425,1453.96369,11.10349,63.5,49.6,61.8,10.55646,538.081,7
19430,1155.12093,8.8964,63.5,48.6,60.8,10.99052,196.81366,7
19435,1740.63527,13.32258,63.5,48.6,60.8,9.68031,928.07588,7
19440,1618.83509,12.49217,63.5,48.6,59.8,12.49165,703.1388099999998,12
19445,1754.247,13.514679999999998,63.5,48.6,59.8,13.26699,966.63956,12
19450,1532.67763,11.83785,63.5,47.6,59.8,14.648220000000002,587.99275,12
19455,1607.03937,12.21003,63.5,47.6,58.8,8.94421,712.18706,7
19460,1365.25474,10.46517,62.5,47.6,58.8,14.41654,413.00031,12
19465,1171.22388,8.9084,62.5,47.6,57.8,14.00733,131.24989,12
19470,1469.7513800000004,11.29558,61.5,47.6,57.8,9.21377,570.52231,7
19475,1155.2110300000004,8.86638,61.5,46.6,56.8,13.19048,167.16486,12
19480,1661.74129,12.78832,60.5,46.6,56.8,10.71836,817.82625,7
19485,1606.15374,12.30208,60.5,46.6,56.8,6.834160000000002,736.58575,1
