,Generator_speed,Rotor_speed,Gearbox_oil_temperature,Generator_bearing_temperature_drive,Generator_bearing_temperature_nondrive,wind_speed,active_power,category,distance
16730,1760.17497,13.40262,65.5,48.6,57.8,7.9531800000000015,1265.30475,1,0.5190348418917157
16735,1680.5606699999996,12.90238,65.5,48.6,57.8,7.59333,850.04988,4,0.4290429653674006
16740,1475.28908,11.28758,65.5,48.6,58.8,6.3091,560.57456,9,0.7499739204156951
16745,1736.52332,13.33859,65.5,48.6,58.8,9.14017,1362.2735,7,1.491719912715446
16750,1736.91358,13.32258,65.5,48.6,58.8,9.97359,1655.46038,7,1.6238442393856352
16755,1770.78518,13.48466,65.5,48.6,58.8,7.06318,1020.3905,4,1.0703114811490226
16760,1748.75435,13.43464,65.5,48.6,58.8,7.82335,1094.0555,4,1.2129705308918737
16765,1746.3081100000004,13.38662,65.5,48.6,58.8,8.66405,1345.3501199999996,1,0.8802407738328306
16770,1726.57336,13.32058,66.5,48.6,58.8,6.03085,939.87244,9,2.051566124569086
16775,1737.19873,13.3606,66.5,48.6,59.8,8.44625,1404.09875,1,0.9276713896749241
16780,1724.98257,13.186520000000002,66.5,48.6,59.8,7.225739999999999,859.81625,4,0.6699294746289093
16785,1750.22515,13.45065,66.5,48.6,59.8,7.97293,978.97956,4,0.8468301212282537
16790,1756.3631899999998,13.52068,66.5,49.6,59.8,8.349789999999999,1201.05462,1,0.444101498002622
16795,1742.9763899999996,13.400620000000002,66.5,49.6,59.8,7.3376899999999985,1162.74475,4,1.5843614473232912
16800,1757.6836899999996,13.3506,66.5,49.6,60.8,8.6443,1342.66575,1,0.8421587919865097
16805,1748.64924,13.3606,67.5,49.6,60.8,9.38073,1401.28612,7,1.383789762001065
16810,1751.6958100000004,13.43464,67.5,50.6,60.8,9.28713,1307.0255,1,1.8400562193173158
16815,1746.60828,13.46065,67.5,50.6,60.8,8.2828,1774.85762,7,1.5870230213938292
16820,1763.5367199999996,13.59672,67.5,50.6,61.8,9.96265,2055.94925,8,0.5642772222840975
16825,1756.39307,13.39662,67.5,50.6,61.8,9.77074,2052.09475,8,0.5073555984703848
16830,1748.39412,13.39862,67.5,50.6,61.8,10.3988,1919.03312,8,1.2293273030360092
16835,1742.82638,13.3626,68.5,50.6,61.8,9.45449,1807.86,8,1.520423794778441
16840,1749.15948,13.38662,68.5,50.6,62.8,8.06705,1796.75712,7,1.956170321776099
16845,1766.76333,13.48066,68.5,50.6,62.8,9.65222,1766.19275,8,1.6441305379468512
16850,1756.07804,13.384620000000002,68.5,50.6,62.8,8.71058,1555.12112,7,0.6154050866653339
16855,1748.75435,13.44064,68.5,50.6,63.8,7.829569999999999,1331.29225,1,0.8404983395872245
16860,1740.4852600000004,13.298570000000002,68.5,51.6,63.8,9.44576,1736.7910000000002,7,1.0430179501784507
16865,1775.3925,13.49467,68.5,51.6,63.8,7.0549300000000015,1174.5330000000001,4,1.8328150549366853
16870,1763.13144,13.43464,68.5,51.6,64.8,9.48158,1347.23325,7,1.7485976643475134
16875,1745.4528100000002,13.44665,68.5,51.6,64.8,9.1373,1691.90012,7,0.5297248695811361
16880,1749.9700300000004,13.44464,68.5,51.6,64.8,9.6055,1838.3220000000001,8,1.1786234175675845
16885,1771.59573,13.5507,68.5,51.6,64.8,8.38585,1081.2730000000001,1,1.179909376407109
16890,1757.8338399999998,13.3566,68.5,51.6,64.8,7.177980000000002,1237.329,1,1.8883189289207798
16895,1755.4626899999996,13.3586,68.5,51.6,64.8,9.07039,1496.73875,7,0.6793113248348425
16900,1746.42809,13.42063,68.5,51.6,64.8,8.83428,2052.77475,8,2.1251835572230204
16905,1764.28706,13.41463,68.5,51.6,64.8,7.10095,968.8939999999999,4,0.8498305304564291
16910,1737.48374,13.31458,68.5,51.6,64.8,7.7964600000000015,1695.864,7,2.1226664311661647
16915,1755.97293,13.37461,68.5,51.6,64.8,5.8689,967.88319,9,2.350104618388474
16920,1748.9795800000004,13.43864,68.5,51.6,64.8,8.22776,1468.2015,1,1.2613485247794227
16925,1752.1009399999996,13.31858,68.5,51.6,64.8,8.28244,1481.65688,1,1.3461091438653943
16930,1738.45917,13.33659,68.5,51.6,64.8,10.32024,2058.33912,8,1.1042321881598438
16935,1767.5886,13.46465,68.5,51.6,64.8,8.613719999999999,1357.37175,1,0.8565215891302345
16940,1731.03052,13.3466,68.5,51.6,64.8,9.52104,1978.51338,8,0.6664069575332706
16945,1741.896,13.44064,68.5,51.6,64.8,9.44701,1963.606,8,0.8312927969986005
16950,1753.66169,13.43264,68.5,51.6,64.8,8.58572,1555.521,7,0.8003169711179869
16955,1759.7247899999998,13.46666,68.5,51.6,64.8,8.160210000000001,1272.9538699999996,1,0.16110327519615897
16960,1739.3448,13.38862,68.5,51.6,64.8,8.925939999999997,1506.00438,7,0.6393681296993003
16965,1749.9849,13.46065,68.5,51.6,64.8,8.95684,1555.94925,7,0.3381607994330827
16970,1761.0304199999996,13.41663,68.5,51.6,64.8,8.73738,1610.0096199999996,7,0.4774131901015491
16975,1752.2661100000007,13.40462,68.5,51.6,64.8,8.33411,1223.93062,1,0.30380407683982785
16980,1753.04634,13.3606,68.5,51.6,64.8,8.54739,1323.08275,1,0.6327344679476915
16985,1738.86445,13.38262,68.5,51.6,64.8,8.85471,1581.55112,7,0.32628451390314883
16990,1742.9465100000002,13.40462,68.5,51.6,64.8,9.11066,1494.0520000000001,7,0.7064791949746084
16995,1744.62738,13.44464,68.5,51.6,64.8,8.32358,1538.00888,7,1.248416518067355
17000,1754.80244,13.3606,68.5,50.6,64.8,8.26115,1381.95625,1,0.722615981408283
17005,1772.43603,13.48266,68.5,50.6,64.8,8.509160000000001,1627.10225,7,0.867398783365254
17010,1749.1895100000004,13.38662,68.5,50.6,64.8,9.85437,1708.05275,7,1.5189746487421247
17015,1736.6132699999996,13.32258,68.5,50.6,63.8,8.82139,1857.02588,7,1.5176449350268775
17020,1739.67485,13.28657,68.5,50.6,63.8,9.47886,1966.94275,8,0.7628131131327767
17025,1738.72945,13.41463,68.5,49.6,63.8,9.54488,1946.73538,8,0.6774900487968242
17030,1749.0545100000004,13.38061,68.5,49.6,63.8,8.24025,1242.345,1,0.1501931998032013
17035,1746.78832,13.412629999999998,68.5,49.6,63.8,9.74374,1501.99288,7,1.3738069693171966
17040,1751.5608100000004,13.40462,68.5,49.6,63.8,8.82415,1685.55238,7,0.5627121211860228
17045,1750.60025,13.412629999999998,68.5,49.6,63.8,9.49045,1941.57988,8,0.7943478124962094
17050,1738.9994399999996,13.40462,68.5,49.6,63.8,9.39502,1837.65688,8,1.416983158352437
17055,1762.12598,13.42063,68.5,49.6,62.8,10.05376,1955.14475,8,0.47895287417116356
17060,1758.80927,13.48066,68.5,49.6,62.8,10.83467,2063.26125,2,1.1440387486858692
17065,1759.2746100000004,13.38662,68.5,49.6,62.8,10.04618,2061.42762,8,0.6865183285085825
17070,1756.10807,13.406629999999998,68.5,49.6,62.8,9.6735,1963.67862,8,0.3871366464233249
17075,1764.6172600000002,13.48266,68.5,49.6,62.8,9.67467,2058.4179999999997,8,0.6348411567291844
17080,1743.69685,13.37261,68.5,49.6,62.8,9.77045,2055.57287,8,0.5316836106721491
17085,1764.28706,13.58271,68.5,49.6,62.8,9.76271,2056.82925,8,0.5451677454149961
17090,1765.9828100000002,13.58671,68.5,49.6,63.8,10.10572,2037.79462,8,0.652497187750192
17095,1754.65228,13.41663,68.5,49.6,63.8,9.76201,1885.92338,8,0.7450564770564505
17100,1760.74527,13.40262,68.5,49.6,63.8,9.50879,1904.74825,8,0.9061863996026991
17105,1754.51714,13.37461,68.5,49.6,63.8,9.74409,2052.61287,8,0.5299145399750786
17110,1732.4262399999998,13.3606,68.5,49.6,63.8,10.39675,2057.40488,8,1.240917598254529
17115,1774.70222,13.52268,68.5,49.6,64.8,8.95894,1878.72475,7,1.613101870507272
17120,1742.4062399999998,13.32859,68.5,49.6,64.8,9.37156,2063.00938,8,1.1214286269749927
17125,1734.63237,13.25655,68.5,49.6,64.8,10.80415,2059.10625,2,1.183422958733495
17130,1748.31904,13.44865,68.5,49.6,64.8,10.53247,2062.82913,8,1.5113791111322763
17135,1783.13633,13.592720000000002,68.5,49.6,64.8,10.72501,2064.47437,2,1.3091049757127307
17140,1789.0492800000004,13.7628,68.5,49.6,64.8,13.9274,2061.39613,2,3.689726129171078
17145,1736.44824,13.3506,68.5,49.6,65.8,10.54813,2061.96688,8,1.5388732087494192
17150,1765.1275,13.54669,68.5,49.6,65.8,9.49492,2064.55675,8,0.9191168928535058
17155,1771.3705,13.63274,68.5,49.6,65.8,10.75564,2056.9665,2,1.2533385989471744
17160,1757.3236,13.48066,68.5,49.6,65.8,11.93401,2059.97437,2,0.6706680176517271
17165,1802.85608,13.70277,68.5,49.6,65.8,11.37312,2065.93775,2,0.4280507110039181
17170,1722.77644,13.26256,68.5,49.6,65.8,11.53296,2058.75,2,0.29573696632711477
17175,1736.28307,13.23854,69.5,49.6,66.8,11.14651,2052.85675,2,0.670538912227286
17180,1745.67789,13.310579999999998,69.5,49.6,66.8,10.88264,2060.14375,2,1.0681482940014526
17185,1763.2816,13.50468,69.5,49.6,66.8,10.78427,2064.42225,2,1.2206360184174523
17190,1736.3131,13.23054,69.5,49.6,66.8,10.80921,2056.07238,2,1.1717641115941289
17195,1749.39958,13.34059,69.5,49.6,66.8,10.99501,2057.96412,2,0.8991600247787326
17200,1779.20443,13.62674,69.5,49.6,66.8,13.5088,2059.56925,2,3.045170355735479
17205,1746.05299,13.33459,69.5,49.6,66.8,11.07598,2056.95112,2,0.7798521639898346
17210,1733.44672,13.316579999999998,69.5,49.6,66.8,12.54256,2060.127,2,1.5680140931485007
17215,1729.71002,13.30257,69.5,49.6,66.8,11.00968,2060.38862,2,0.8822569860203101
17220,1771.3705,13.54269,69.5,49.6,66.8,13.683979999999998,2062.7795,2,3.3160814958500637
17225,1758.5841899999998,13.52268,69.5,49.6,67.8,11.02822,2060.4215,2,0.8555060197301657
17230,1737.42382,13.30658,69.5,49.6,67.8,10.96387,2055.5460000000003,2,0.9407831718444035
17235,1748.18404,13.38662,69.5,49.6,67.8,14.95571,2060.28738,2,5.273156481278282
17240,1730.37027,13.18051,69.5,49.6,67.8,9.53557,2058.13825,8,0.8252119571647246
17245,1747.2985600000004,13.40262,69.5,49.6,67.8,10.88724,2058.8535,2,1.0593396328139617
17250,1739.5847600000004,13.26856,69.5,49.6,67.8,10.61539,2063.63488,8,1.671922860494374
17255,1752.3410399999998,13.45665,69.5,49.6,67.8,9.6509,2066.13162,8,0.7085004719380472
17260,1769.32954,13.53069,69.5,49.6,67.8,11.62675,2067.30875,2,0.3640161751502538
17265,1768.44406,13.58671,69.5,49.6,67.8,11.59247,2057.17275,2,0.2951953499144476
17270,1762.90635,13.40462,69.5,49.6,67.8,12.33867,2059.65875,2,1.2599778096547196
17275,1749.47466,13.45465,69.5,49.6,67.8,12.26635,2061.13888,2,1.1539797459913714
17280,1757.2935699999996,13.43664,69.5,49.6,67.8,12.98824,2064.67762,2,2.250633114127145
17285,1760.07,13.486670000000002,69.5,49.6,67.8,11.38453,2057.56175,2,0.38139898449130105
17290,1724.38224,13.23654,69.5,49.6,67.8,8.57472,1840.66288,7,1.5728662268974003
17295,1760.85038,13.52668,69.5,49.6,67.8,10.09437,2060.3275,8,0.7435455660334772
17300,1734.63237,13.22654,69.5,49.6,67.8,10.28717,2054.73963,8,1.0323929120671185
17305,1725.8680600000002,13.21853,69.5,49.6,67.8,10.01227,1940.05062,8,0.47461396841619075
17310,1748.9795800000004,13.43064,69.5,49.6,67.8,10.53944,1997.66712,8,1.420161858749066
17315,1762.0509,13.518679999999998,69.5,49.6,67.8,9.04091,2049.38512,8,1.709984156765903
17320,1739.70474,13.316579999999998,69.5,49.6,67.8,9.34797,2060.43738,8,1.1544591542428404
17325,1800.4699,13.66275,69.5,49.6,67.8,10.2274,2066.68588,8,0.9773884070544523
17330,1733.3716399999996,13.33259,69.5,49.6,67.8,9.62126,1890.50112,8,0.830421039700506
17335,1760.68521,13.44264,69.5,49.6,67.8,8.97816,1537.11325,7,0.4389575182238937
17340,1743.05147,13.3586,69.5,48.6,67.8,8.97516,1787.47988,7,1.066941848638055
17345,1754.6372600000002,13.44665,69.5,48.6,67.8,9.51268,1922.64138,8,0.8210726688456043
17350,1728.05903,13.32859,69.5,48.6,67.8,9.76374,1749.4005,8,1.7260053571553113
17355,1742.7064,13.43864,68.5,48.6,66.8,7.17289,1442.8836199999996,1,2.1869470761747514
17360,1764.7973,13.62473,68.5,48.6,66.8,8.88613,1575.325,7,0.3057612427616524
17365,1741.16052,13.3546,68.5,48.6,66.8,7.84318,1395.19225,1,1.0746982050940816
17370,1764.06183,13.42864,67.5,47.6,65.8,8.3839,1298.36525,1,0.3103498796657643
17375,1654.08755,12.59623,67.5,47.6,65.8,7.261719999999999,775.949,4,1.018085310519897
17380,1361.6229999999998,10.41115,65.5,47.6,64.8,6.11057,432.44675,3,1.1614650418498074
17385,1380.2173,10.57323,65.5,47.6,64.8,5.49044,458.76941,3,0.3763790166746732
17390,1469.8414699999996,11.3356,64.5,46.6,63.8,5.74026,568.86244,3,1.2261678677607544
17395,1717.5389100000002,13.09047,64.5,46.6,62.8,6.51254,881.24944,9,1.4465046446457666
17400,1446.98522,11.1315,64.5,45.6,61.8,5.32564,545.56238,3,1.1122095013554105
17405,1614.12281,12.29208,63.5,45.6,61.8,8.16877,722.49369,4,1.6423509831250571
17410,1578.43519,12.16201,63.5,45.6,60.8,6.7142,702.00512,9,0.4042896857375192
17415,1688.8746600000004,12.84635,63.5,44.6,59.8,6.8707600000000015,830.34556,9,1.2458104718425276
17420,1658.49966,12.68027,62.5,44.6,58.8,5.61429,789.74325,9,1.904884584914223
17425,1542.32728,11.87587,62.5,43.6,58.8,6.84415,650.76681,9,0.49851790939190144
17430,1626.84906,12.40413,62.5,43.6,57.8,6.75113,747.39756,9,0.6795064898590516
17435,1751.06544,13.422629999999998,62.5,43.6,56.8,7.88012,1019.86031,4,0.8731345170065294
17440,1732.36632,13.27656,62.5,42.6,56.8,5.89201,904.8855,9,1.9964812260973073
17445,1752.20605,13.40863,62.5,42.6,55.8,7.77492,1071.33688,4,1.0482906057559758
17450,1742.01598,13.42463,62.5,42.6,55.8,8.20322,1228.07638,1,0.2516195508864955
17455,1661.8464,12.66026,62.5,42.6,54.8,7.38019,793.71612,4,0.8278812787946221
17460,1755.9878,13.42664,62.5,41.6,54.8,8.38344,1301.17688,1,0.3213689175634117
17465,1735.30778,13.36661,62.5,41.6,54.8,8.60769,1364.17425,1,0.8776716151116817
17470,1744.91253,13.39862,62.5,41.6,53.8,8.62473,1217.26075,1,0.72725551225819
17475,1745.09258,13.38061,62.5,41.6,53.8,7.2659699999999985,997.49081,4,0.7060564256943892
17480,1572.46218,12.08797,62.5,41.6,53.8,7.17055,685.76875,9,1.0996712866124807
17485,1742.39108,13.43664,62.5,41.6,53.8,7.540589999999999,1370.35838,1,1.402802592945438
17490,1759.4997,13.39662,62.5,41.6,53.8,7.75975,1155.73162,1,1.1015768424256975
17495,1633.94766,12.50818,62.5,40.6,52.8,6.72041,757.4916900000002,9,0.7130825700692038
17500,1638.91492,12.50218,62.5,40.6,52.8,6.48022,742.94431,9,0.5847222071349547
17505,1755.9278800000004,13.41863,62.5,40.6,52.8,7.9848,1362.41188,1,0.7583826463498675
17510,1744.37226,13.41463,62.5,40.6,52.8,8.813410000000003,1424.55112,7,1.1598762839876537
17515,1749.02448,13.36461,62.5,40.6,52.8,7.7656800000000015,1299.07362,1,0.8724763247618852
17520,1746.66834,13.45465,62.5,40.6,52.8,7.8681,1253.84825,1,0.6728241592196463
17525,1742.7064,13.41463,62.5,40.6,52.8,7.27013,950.52025,4,0.530074447124394
17530,1766.68825,13.46065,62.5,40.6,52.8,8.64017,1306.2671300000004,1,0.7308022906828805
17535,1752.3410399999998,13.42463,62.5,40.6,52.8,7.8459,1281.95962,1,0.7140458853627174
17540,1755.9428899999998,13.36461,62.5,40.6,52.8,8.179210000000001,1232.84,1,0.2419448515191923
17545,1760.37017,13.406629999999998,62.5,40.6,52.8,7.971989999999999,1212.67,1,0.5900986136958403
17550,1740.08013,13.39662,62.5,40.6,52.8,7.0556,1074.27438,4,1.3118412344180643
17555,1745.9330100000002,13.44064,62.5,40.6,52.8,7.77278,1099.83075,4,1.2140065191930025
17560,1753.61678,13.44264,62.5,40.6,52.8,7.967230000000002,1175.08838,1,0.7540285157025921
17565,1747.2836899999998,13.45065,62.5,40.6,51.8,6.8102,1075.57262,4,1.635080570329746
17570,1737.3637600000004,13.37661,63.5,40.6,51.8,8.6103,1367.684,1,0.896309387586605
17575,1755.3876100000002,13.37461,63.5,40.6,51.8,7.947139999999999,1303.85125,1,0.5792406682517843
17580,1760.41507,13.40863,63.5,40.6,51.8,7.53654,1085.47212,4,1.056380082844674
17585,1753.03147,13.422629999999998,63.5,40.6,51.8,7.027760000000002,1205.51762,4,2.027394059853329
17590,1759.82975,13.39262,63.5,40.6,51.8,8.19965,1052.50713,1,1.3375578569293067
17595,1751.06544,13.44665,63.5,40.6,51.8,9.00034,1212.98788,1,1.3603209877110156
17600,1746.39821,13.38662,63.5,40.6,51.8,5.85607,967.05188,9,2.357857752684262
17605,1711.49082,13.1625,63.5,40.6,51.8,7.0545800000000005,886.62731,4,0.887985457336404
17610,1628.48489,12.55821,63.5,39.6,51.8,6.57004,769.512,9,0.7334891703533305
17615,1598.57508,12.16801,62.5,39.6,51.8,6.1548300000000005,705.54638,9,0.8027993026185924
17620,1662.05647,12.7423,62.5,39.6,51.8,6.84198,802.448,9,1.0644006809944926
17625,1752.5661300000004,13.39262,62.5,39.6,51.8,7.5785399999999985,1035.53881,4,0.7451247035039597
17630,1687.08883,12.97641,62.5,39.6,51.8,6.01695,869.76981,9,1.684514663768427
17635,1748.6942800000004,13.400620000000002,62.5,39.6,51.8,7.93521,963.33581,4,0.7448813300508058
17640,1750.00006,13.412629999999998,62.5,39.6,51.8,8.044880000000001,1203.10887,1,0.5326927274104125
17645,1755.02738,13.48266,62.5,39.6,51.8,8.28282,1120.51688,1,0.9120654291652807
17650,1752.77635,13.46666,62.5,39.6,51.8,8.170010000000001,1134.68988,1,0.8331986098679783
17655,1749.39958,13.45065,62.5,39.6,50.8,8.28743,1169.56075,1,0.6076708795539376
17660,1619.0752,12.41013,62.5,39.6,50.8,6.74753,764.09881,9,0.7711077168147024
17665,1571.29169,12.03995,62.5,39.6,50.8,5.7895400000000015,681.05012,9,1.3962160781200461
17670,1611.94671,12.31209,61.5,39.6,50.8,6.09019,734.3125,9,0.9899857993378052
17675,1755.16252,13.44865,61.5,39.6,50.8,8.28116,964.5475,4,1.3300427310452412
17680,1554.4083,11.9319,61.5,39.6,50.8,6.32874,652.9386900000002,9,0.42261108157086
17685,1612.03666,12.30208,61.5,39.6,50.8,7.10659,690.98975,9,0.9948722711964004
17690,1580.94134,12.03995,61.5,39.6,50.8,5.86273,684.1693799999998,9,1.2694077816982547
17695,1532.09231,11.76181,61.5,39.6,50.8,6.52787,630.6245,9,0.16337393363220443
17700,1530.5164,11.75981,61.5,39.6,49.8,5.6974,636.52494,3,1.6982998023048155
17705,1628.52994,12.56421,61.5,39.6,49.8,6.61057,769.94312,9,0.7406064864879035
17710,1751.44069,13.42664,61.5,39.6,49.8,7.33086,1116.0445,4,1.304579679963922
17715,1750.22515,13.42463,61.5,39.6,49.8,7.8368,1312.29738,1,0.7782621949593714
17720,1751.60571,13.44865,61.5,39.6,49.8,8.12797,1275.552,1,0.21996452949030304
17725,1502.61766,11.45966,61.5,39.6,49.8,5.62673,585.49425,3,1.2995236994166541
17730,1682.22653,12.90438,61.5,39.6,49.8,8.370339999999999,840.77312,4,1.5305624907633495
17735,1750.10488,13.40262,61.5,39.6,49.8,6.94912,940.12444,4,1.0629575878470252
17740,1746.27808,13.40462,61.5,39.6,49.8,7.59513,1086.5295,4,1.0663765093851783
17745,1633.81252,12.51619,61.5,39.6,49.8,8.03622,754.53475,4,1.3371187332839927
17750,1589.27049,12.08597,61.5,39.6,49.8,6.93645,688.3265,9,0.6977299314256695
17755,1570.03096,12.10198,61.5,39.6,49.8,6.40765,694.79931,9,0.38239869557040657
17760,1720.3151899999998,13.06045,61.5,39.6,49.8,7.57866,861.4509400000002,4,0.3540365851414903
17765,1621.91169,12.43815,61.5,39.6,49.8,5.74903,758.44931,9,1.6017456283753209
17770,1709.585,13.01243,61.5,39.6,49.8,6.5076800000000015,853.90219,9,1.2738291208585084
17775,1631.4262,12.56421,61.5,39.6,49.8,5.6627,766.7905599999998,9,1.7641231459244202
17780,1702.33639,13.07646,61.5,39.6,49.8,6.10147,888.4486199999999,9,1.704127001069487
17785,1736.5381899999998,13.390620000000002,61.5,39.6,49.8,7.61177,989.50719,4,0.4686115629054423
17790,1760.83536,13.394620000000002,61.5,39.6,49.8,7.445289999999999,939.83831,4,0.22797131454207198
17795,1593.32253,12.28807,61.5,39.6,49.8,6.7458,724.18375,9,0.5498555259964416
17800,1507.76511,11.61574,61.5,39.6,49.8,5.38075,613.6239400000002,3,1.551360221580449
17805,1462.8930300000004,11.24756,61.5,39.6,49.8,5.92968,552.78319,3,1.301123663635361
17810,1500.83183,11.49368,61.5,39.6,49.8,5.39913,588.2425,3,1.3577285085335737
17815,1663.90237,12.72429,61.5,39.6,49.8,6.18841,790.9338799999998,9,1.0996972027849177
17820,1752.07105,13.45865,61.5,39.6,49.8,8.13423,972.96156,4,1.0947437481279931
17825,1621.71649,12.45616,61.5,39.6,49.8,7.7208,732.63612,4,1.1978874543333664
17830,1747.02843,13.32859,61.5,39.6,49.8,6.43863,947.42919,9,1.8776265737540383
17835,1549.30576,11.79783,61.5,40.6,49.8,5.24949,644.4341900000002,3,1.8551374655416315
17840,1608.05985,12.3441,61.5,40.6,49.8,7.69908,718.21325,4,1.2769161457296596
17845,1350.72764,10.43116,61.5,40.6,49.8,6.05071,439.57403,3,1.0455296170822845
17850,1747.94394,13.44264,61.5,40.6,49.8,8.34332,1089.3311199999996,1,1.1172072897187009
17855,1441.25231,10.96342,61.5,40.6,49.8,6.7908800000000005,509.80094,9,1.0014232023055667
17860,1557.39466,11.97392,61.5,40.6,49.8,7.236489999999999,674.27931,9,1.2057141659620898
17865,1474.07355,11.28158,60.5,40.6,49.8,5.52094,559.3575,3,1.1005190808208107
17870,1385.07959,10.64326,60.5,40.6,49.8,6.02198,477.59509,3,1.0806079033303866
17875,1744.91253,13.42664,60.5,40.6,49.8,7.78247,1287.45363,1,0.8292433485844783
17880,1293.48925,9.86287,60.5,40.6,50.8,4.95219,374.22566,3,1.3175532762767248
17885,1693.4369399999996,12.9444,60.5,40.6,50.8,7.4546,819.62225,4,0.6327972187889551
17890,1652.1815800000004,12.65225,60.5,40.6,50.8,8.804260000000003,776.10712,4,2.3889137461577
17895,1380.57724,10.5212,60.5,40.6,50.8,5.89559,457.16628,3,0.7744930662912082
17900,1682.82672,12.9484,61.5,40.6,50.8,6.72285,856.1695,9,1.31454459095713
17905,1399.0364,10.73531,61.5,41.6,50.8,5.86612,477.14097,3,0.7990791248775898
17910,1737.2436300000004,13.384620000000002,61.5,41.6,50.8,7.31348,1230.00688,1,1.6573612691616635
17915,1747.35862,13.45465,61.5,41.6,50.8,7.8959899999999985,1083.4925,4,1.2125278010636618
17920,1756.61831,13.46866,61.5,41.6,51.8,7.23228,1051.8485,4,1.0104695937806256
17925,1761.91576,13.41863,62.5,41.6,51.8,6.66965,1044.90488,4,1.7415554603367658
17930,1613.94277,12.38812,62.5,42.6,51.8,7.41018,739.01481,4,1.1430561140272126
17935,1741.07058,13.41463,62.5,42.6,51.8,7.85664,1298.63038,1,0.7174752174509587
17940,1749.90982,13.45465,62.5,42.6,52.8,7.6771,1512.00575,1,1.833384524627638
17945,1687.32893,12.99442,63.5,42.6,52.8,7.07889,872.9086199999998,4,0.8696879953293011
17950,1743.48663,13.30257,63.5,42.6,52.8,7.5792,917.76475,4,0.058353743511551724
17955,1746.66834,13.390620000000002,63.5,43.6,53.8,7.85176,1212.02262,1,0.7749756725405155
17960,1759.9799100000002,13.46866,63.5,43.6,53.8,8.43099,1013.942,1,1.6076644005667446
17965,1596.57917,12.22804,63.5,43.6,53.8,6.1840199999999985,723.52362,9,0.811482380787885
17970,1738.09909,13.32258,63.5,43.6,53.8,7.66512,1181.00875,1,1.1546787329767365
17975,1740.83033,13.41463,63.5,44.6,53.8,8.15526,1245.6885,1,0.20861826659512325
17980,1754.36713,13.50468,63.5,44.6,54.8,7.6440199999999985,1169.30162,1,1.222181616034097
17985,1677.81427,12.89437,64.5,44.6,54.8,6.1181199999999984,839.03675,9,1.4209586892533748
17990,1746.56323,13.3586,64.5,44.6,54.8,7.63463,943.10394,4,0.22558050303158814
17995,1541.14163,11.84585,64.5,44.6,54.8,7.07572,640.36725,9,0.9158569155035535
18000,1757.7888,13.3526,64.5,44.6,55.8,7.7693699999999986,1014.288,4,0.7256485336028504
18005,1759.33453,13.46866,64.5,45.6,55.8,8.6042,1026.94344,1,1.6193101631461584
18010,1647.72442,12.67426,64.5,45.6,55.8,5.98878,803.29788,9,1.399778733802646
18015,1707.15378,13.09047,64.5,45.6,55.8,7.5815,882.8041199999999,4,0.22421622491296891
18020,1308.0615400000004,9.97693,64.5,45.6,55.8,7.0048,368.71581,9,1.9758964565537744
18025,1597.1494699999996,12.14,63.5,45.6,55.8,6.01319,683.25031,9,1.0034431165452187
18030,1312.3536800000004,10.06097,63.5,45.6,55.8,6.22349,393.93725,3,1.3969298422785503
18035,1571.27653,12.07397,63.5,45.6,55.8,6.26286,685.83181,9,0.5766582924854715
18040,1284.99521,9.82886,62.5,45.6,55.8,7.16431,349.44919,9,2.2117021583071548
18045,1148.78776,8.6943,62.5,45.6,55.8,5.18041,244.28023,0,1.6170233728035477
18050,1377.05075,10.5212,61.5,45.6,55.8,5.83827,439.68066,3,0.6130353086004589
18055,1202.76951,9.21856,61.5,45.6,55.8,4.31566,309.78516,0,0.838924534390931
18060,1767.1984899999998,13.42463,61.5,45.6,54.8,7.822710000000002,1168.35212,1,0.9661073087088342
18065,1657.164,12.58822,61.5,45.6,54.8,8.26159,786.04844,4,1.5062160093705121
18070,1110.56389,8.4982,61.5,45.6,54.8,4.43221,235.10495,0,0.18794194306058137
18075,1756.13795,13.54469,61.5,45.6,54.8,9.89322,1482.13112,7,1.6514697009459907
18080,1504.37347,11.46367,61.5,45.6,54.8,6.27051,590.32088,9,0.6643916991759353
18085,1394.86438,10.64726,61.5,45.6,54.8,4.64749,474.25816,0,2.12904180127538
18090,1748.09395,13.44665,61.5,45.6,54.8,8.21921,1351.8418800000004,1,0.5367923332907606
18095,1600.0609,12.18802,62.5,45.6,54.8,4.99721,725.08012,3,2.623331536596518
18100,1290.93805,9.89689,62.5,45.6,54.8,5.35346,379.77544,3,0.5057136440459251
18105,1478.18564,11.3256,62.5,45.6,54.8,6.00212,568.63,9,1.1431424348816237
18110,1737.2136,13.3446,62.5,45.6,54.8,9.25237,1307.9955,1,1.7805267167955965
18115,1741.55078,13.37861,62.5,45.6,54.8,8.598939999999999,966.51831,4,1.882524552656695
18120,1724.68241,13.26656,62.5,45.6,54.8,7.71166,906.57419,4,0.2992778420122063
18125,1467.06504,11.25556,62.5,45.6,54.8,4.52557,565.84462,3,2.4655016920057546
18130,1658.67985,12.57021,62.5,45.6,54.8,7.83145,762.13975,4,1.0949464541115377
18135,1632.68693,12.46616,62.5,45.6,54.8,5.84116,766.90362,9,1.47882870544615
18140,1614.48304,12.30008,63.5,45.6,54.8,7.68145,723.09462,4,1.2406426081396202
